"2017-11-30 23:09:11.325591" 
"StockName","LastTrade","LastHi","Hi52","LastLo","Lo52","EPS","PE","DivYield","LastDiv","NetProfitMargin","OperatingMargin","EBITDMargin","ReturnOnAverageAssets","ReturnOnAverageEquity","ExchangeCode","Exchange" 
"Net 4 India Ltd","0.96","","2.68","","0.96","-34.69","","","","-129.71%","-158.54%","-140.32%","-37.06%","","532912","BSE"
"Nettlinx Ltd","68.00","68.95","148.00","66.30","60.25","-1.33","","","","13.09%","17.35%","19.61%","6.56%","11.07%","511658","BSE"
"Monarch Networth Capital Ltd","79.00","80.50","94.80","77.50","25.25","","","","","13.14%","14.85%","19.27%","4.49%","18.44%","511551","BSE"
"Neuland Laboratories Ltd.","976.35","1,000.00","1,680.00","965.00","877.15","18.17","53.72","0.20","2.00","5.73%","12.11%","15.36%","5.92%","16.15%","524558","BSE"
"Newtime Infrastructure Ltd","22.15","","45.50","","22.15","0.01","2,295.34","","","","","","","","531959","BSE"
"NLC India Ltd","105.40","107.65","123.00","105.00","73.05","8.68","12.14","2.85","7.34","29.68%","27.21%","38.13%","10.54%","19.65%","513683","BSE"
"NGL Fine-Chem Ltd","401.20","404.00","470.00","381.05","280.00","18.96","21.16","","","14.22%","22.21%","25.41%","15.93%","27.72%","524774","BSE"
"NHPC Limited","28.35","28.60","34.50","27.65","25.60","","","6.35","0.10","29.17%","44.66%","60.10%","4.49%","9.99%","533098","BSE"
"Nicco Corp Ltd","0.38","","0.67","","0.38","-3.54","","","","-909.48%","-293.11%","-184.45%","-22.80%","","590028","BSE"
"Nicco Parks & Resorts Ltd","39.75","39.75","39.75","39.75","22.05","","","0.75","0.15","12.10%","15.22%","19.19%","10.72%","18.30%","526721","BSE"
"Nicco-Uco Alliance Credit Ltd","0.38","","0.46","","0.31","-16.67","","","","","","","-140.59%","","523209","BSE"
"NIIT Limited","99.00","101.55","118.85","98.55","71.85","","","","","0.41%","2.44%","6.25%","0.35%","7.85%","500304","BSE"
"NIIT Technologies Ltd.","646.70","646.70","696.90","630.90","401.10","","","1.93","12.50","9.71%","12.07%","17.41%","11.40%","15.35%","532541","BSE"
"Nila Infrastructures Ltd","22.90","23.50","24.50","22.55","11.89","0.38","59.91","0.48","0.11","10.71%","15.54%","16.32%","5.92%","12.75%","530377","BSE"
"Padmanabh Industries Ltd","68.00","","82.20","","29.00","0.00","25,855.51","","","-0.92%","-6.51%","-6.49%","-0.27%","-0.39%","526905","BSE"
"Nile Limited","876.00","896.80","1,164.00","865.00","323.00","101.13","8.66","0.51","3.00","4.54%","8.42%","9.01%","21.08%","30.42%","530129","BSE"
"Nilkamal Ltd.","1,766.65","1,789.90","2,274.85","1,760.00","1,225.00","","","0.62","4.00","5.51%","8.48%","10.82%","11.40%","17.90%","523385","BSE"
"Nimbus Projects Ltd","70.40","","100.65","","33.85","-6.53","","","","-39.83%","12.99%","19.86%","-2.69%","-49.66%","511714","BSE"
"Indo National Ltd","884.95","917.00","1,090.00","880.00","821.00","37.79","23.42","2.83","25.00","5.92%","6.01%","8.11%","7.02%","11.16%","504058","BSE"
"Niraj Cement Structurals Ltd.","30.45","30.95","46.90","28.75","14.21","0.50","61.11","","","0.72%","0.97%","2.40%","0.24%","0.53%","532986","BSE"
"Nirlon Limited","216.00","220.00","249.80","216.00","176.25","6.86","31.49","0.35","0.75","20.52%","27.99%","52.45%","2.41%","3.87%","500307","BSE"
"Nissan Copper Ltd.","0.75","","2.15","","0.75","-12.64","","","","-8600.25%","-8628.82%","-4407.25%","-42.91%","","532789","BSE"
"NITCO Limited","88.05","90.80","109.50","87.45","45.15","18.57","4.74","","","-4.32%","-3.56%","3.11%","-2.14%","","532722","BSE"
"Nitesh Estates Limited","13.00","13.39","14.61","12.50","7.13","-9.69","","","","-53.27%","-19.08%","-11.76%","-5.58%","-61.39%","533202","BSE"
"Nitin Fire Protection Industries Limited","6.85","6.95","32.35","6.66","3.60","-0.89","","","","0.03%","4.19%","6.09%","0.03%","-4.54%","532854","BSE"
"Nitin Spinners Limited","108.40","110.15","145.00","107.05","66.10","11.37","9.53","1.11","1.20","6.15%","9.85%","14.31%","7.36%","24.40%","532698","BSE"
"Nitta Gelatin India Ltd","219.90","229.40","239.00","213.30","170.90","4.19","52.46","1.14","2.50","2.99%","6.15%","10.12%","3.94%","8.84%","506532","BSE"
"We Internet Ltd","11.30","","10.25","","0.89","-12.69","","","","-61.03%","-62.33%","66.85%","-11.28%","-23.76%","517534","BSE"
"Veerhealth Care Ltd","10.81","10.86","18.55","10.81","9.00","0.07","152.23","","","1.49%","-23.09%","-11.28%","0.21%","0.22%","511523","BSE"
"NMDC Limited","127.80","129.70","152.50","127.00","102.80","16.07","7.95","4.03","1.00","29.26%","38.49%","40.91%","8.83%","9.83%","526371","BSE"
"Noble Explochem Ltd","5.05","","12.88","","2.94","-0.40","","","","","","","","","506991","BSE"
"NOCIL Limited","176.20","178.00","193.00","174.00","63.00","4.22","41.72","1.02","1.80","16.23%","19.59%","21.64%","16.38%","22.59%","500730","BSE"
"Noida Medicare Centre Ltd","6.50","","12.77","","6.37","-10.68","","","","-9.40%","-6.20%","23.96%","-4.06%","-7.54%","523670","BSE"
"Noida Toll Bridge Company Limited","13.24","13.48","17.23","12.95","8.00","","","22.66","1.50","2.62%","7.94%","51.55%","0.37%","0.46%","532481","BSE"
"Nagarjuna Oil Refinery Ltd","4.17","4.28","6.08","4.16","2.56","-1.35","","","","","","","-92.51%","-98.05%","534184","BSE"
"Nova Iron and Steel Ltd","12.38","12.38","20.30","11.25","7.80","-0.55","","","","-21.84%","40.94%","-5.27%","-0.89%","-6.74%","513566","BSE"
"Novagold Petro Resources Ltd","1.12","","3.14","","1.08","0.05","22.90","","","0.01%","0.01%","0.13%","","","531791","BSE"
"Novartis India Limited","645.10","647.90","758.00","645.00","579.00","17.23","37.43","1.55","10.00","8.72%","4.21%","4.76%","4.43%","5.42%","500672","BSE"
"NRB Bearings Limited","151.00","154.60","158.55","149.00","103.00","1.22","123.82","0.93","1.40","7.61%","12.85%","17.29%","7.51%","18.11%","530367","BSE"
"NRC Ltd","3.65","","5.76","","0.00","-1.65","","","","","","","-3.02%","","503780","BSE"
"NTC Industries Ltd","49.70","49.70","72.50","48.95","34.65","3.08","16.15","","","14.35%","17.83%","25.88%","4.16%","9.09%","526723","BSE"
"NTPC Limited","182.50","182.50","187.95","179.75","153.30","","","2.62","2.17","13.05%","19.15%","27.31%","4.53%","11.32%","532555","BSE"
"Network 18 Media & Investments Ltd","55.00","57.50","59.25","53.50","30.50","-2.29","","","","-16.96%","-13.71%","-8.35%","-4.76%","-14.78%","532798","BSE"
"Pressman Advertising Ltd","78.50","81.50","87.70","78.00","39.25","3.66","21.43","1.66","1.30","14.70%","21.26%","21.31%","22.54%","26.12%","509077","BSE"
"Nucleus Software Exports Ltd.","557.00","583.00","583.00","515.40","222.40","20.31","27.43","0.90","5.00","17.77%","11.46%","14.47%","10.62%","13.34%","531209","BSE"
"Nu Tek India Limited","1.90","1.90","1.90","1.90","0.54","0.14","13.83","","","-2.02%","-4.98%","3.17%","-0.13%","-0.14%","533015","BSE"
"Nutraplus India Ltd","31.90","32.40","77.90","30.70","19.60","-2.93","","0.71","0.23","-7.82%","-4.32%","-1.89%","-4.24%","-10.94%","524764","BSE"
"Oberoi Realty Limited.","488.85","492.00","529.00","477.50","274.25","10.67","45.82","0.41","2.00","33.71%","46.74%","51.29%","4.71%","6.84%","533273","BSE"
"OCL India Limited","1,535.00","1,585.45","1,620.00","1,527.00","650.00","","","0.33","5.00","11.36%","15.69%","20.30%","8.30%","17.46%","502165","BSE"
"OCL Iron and Steel Limited","3.99","4.00","8.70","3.85","3.40","0.91","4.40","","","-77.63%","-63.12%","-23.68%","-10.04%","-224.38%","533008","BSE"
"Swarnajyothi Agrotech & Power Ltd","2.85","","5.94","","2.72","-6.58","","","","","","","-13.07%","-24.43%","590090","BSE"
"Odyssey Corporation Ltd","2.76","","4.64","","1.61","-0.52","","","","8.63%","-27.57%","-27.24%","2.53%","3.04%","531996","BSE"
"Oil Country Tubular Ltd","47.65","49.20","61.80","47.65","32.15","-17.40","","","","-1140.12%","-1172.11%","-872.96%","-21.22%","-42.18%","500313","BSE"
"Oil India Limited","362.70","375.00","383.40","360.10","258.00","34.13","10.63","3.93","4.75","16.69%","9.85%","37.73%","3.49%","5.84%","533106","BSE"
"OK Play India Ltd","133.70","143.00","239.40","132.30","103.50","0.38","351.27","","","0.07%","15.89%","20.85%","0.03%","0.20%","526415","BSE"
"Olympic Cards Ltd","9.50","9.50","21.00","9.18","9.00","-1.20","","","","-3.19%","10.10%","16.10%","-1.64%","-5.00%","534190","BSE"
"Om Metals Infraprojects Ltd.","68.95","70.35","84.35","68.05","38.30","","","0.29","0.20","3.96%","18.34%","23.13%","1.09%","1.78%","531092","BSE"
"Omax Autos Limited","71.00","71.00","96.40","68.60","62.10","-11.47","","1.41","1.00","-0.16%","0.86%","3.42%","-0.29%","-0.74%","520021","BSE"
"Omaxe Ltd","211.35","214.00","217.45","209.00","156.40","4.05","52.19","0.33","0.70","6.47%","16.89%","17.79%","1.31%","4.92%","532880","BSE"
"Omkar Speciality Chemicals Ltd","76.00","77.90","205.90","75.10","71.25","-11.41","","1.97","1.50","-7.41%","-4.07%","16.64%","-5.97%","-19.35%","533317","BSE"
"Omnitech Infosolutions Limited","1.07","","3.49","","0.97","-116.87","","","","-1842.30%","-1761.16%","-1115.39%","-50.31%","","532882","BSE"
"Omnitex Industries (India) Ltd","17.05","","20.50","","13.60","-0.21","","","","-27.85%","-47.97%","-29.28%","-2.25%","-2.32%","514324","BSE"
"Onelife Capital Advisors Ltd","27.95","27.95","35.50","26.60","20.10","-0.42","","","","-51.64%","-51.33%","-9.81%","-3.53%","-4.90%","533632","BSE"
"Oil & Natural Gas Corporation Limited","180.55","182.00","212.00","179.60","155.30","","","3.35","3.00","15.11%","18.06%","29.70%","6.03%","9.78%","500312","BSE"
"OnMobile Global Limited","57.10","59.45","97.55","56.70","51.75","0.50","115.02","2.63","1.50","1.96%","3.90%","13.99%","1.57%","2.38%","532944","BSE"
"Ontrack Systems Ltd","1.47","","7.49","","0.00","-1.25","","","","0.98%","1.81%","2.15%","0.93%","3.84%","532607","BSE"
"Onward Technologies Limited","138.50","142.00","169.45","135.00","58.10","4.18","33.16","0.72","1.00","2.37%","3.59%","5.52%","5.55%","13.50%","517536","BSE"
"Optiemus Infracom Ltd","79.00","81.15","86.70","78.00","39.65","","","","","0.45%","1.72%","3.10%","0.80%","2.52%","530135","BSE"
"Opto Circuits (India) Ltd","11.13","11.55","12.24","10.99","6.84","-9.88","","","","-236.10%","-221.48%","-92.43%","-18.46%","-40.13%","532391","BSE"
"Oracle Financial Services Software Ltd.","3,700.05","3,741.65","4,088.60","3,695.00","2,985.10","147.69","25.05","4.59","170.00","26.78%","36.17%","37.03%","20.25%","29.86%","532466","BSE"
"Orbit Exports Limited.","146.10","147.35","183.00","143.50","115.65","7.43","19.66","1.10","0.60","14.91%","21.83%","27.10%","11.63%","17.50%","512626","BSE"
"Orbit Corporation Limited","1.43","","6.40","","1.24","-25.50","","","","-18486.12%","-9776.99%","-9630.31%","-14.11%","-58.06%","532837","BSE"
"Orchid Pharma Ltd","17.40","17.70","39.70","17.10","16.70","-7.14","","","","-61.58%","-28.45%","10.94%","-13.59%","","524372","BSE"
"Saianand Commercial Ltd","5.85","","26.25","","5.85","-0.22","","","","-10.74%","-10.72%","-10.72%","-0.12%","-0.12%","512097","BSE"
"Organic Coatings Ltd","21.15","","25.50","","10.45","-0.51","","","","0.43%","3.30%","7.67%","0.47%","2.05%","531157","BSE"
"Oricon Enterprises Ltd","58.90","59.75","72.40","58.05","46.15","2.33","25.28","0.78","0.46","3.84%","3.71%","9.16%","2.75%","5.52%","513121","BSE"
"Orient Abrasives Ltd.","53.55","55.90","67.00","53.10","27.90","0.55","97.22","0.47","0.25","3.15%","5.93%","9.56%","2.27%","3.87%","504879","BSE"
"Oriental Hotels Limited","41.60","42.95","48.70","39.00","20.00","","","0.48","0.20","-1.03%","7.17%","14.64%","-0.42%","1.20%","500314","BSE"
"Orient Paper & Industries Limited","127.75","129.70","138.05","126.10","65.00","3.55","36.01","0.78","0.50","1.15%","3.39%","5.83%","1.67%","5.17%","502420","BSE"
"Orient Press Ltd","155.30","158.95","177.00","155.00","57.35","3.67","42.29","0.80","1.25","1.47%","4.69%","7.93%","1.74%","4.25%","526325","BSE"
"Orient Refractories Ltd","164.90","165.00","172.65","162.30","110.35","5.90","27.93","1.52","2.50","13.21%","18.61%","19.83%","20.60%","28.71%","534076","BSE"
"Oriental Carbon and Chemicals Ltd","1,266.00","1,290.00","1,491.95","1,238.80","742.25","26.84","47.18","0.79","3.00","15.03%","21.42%","26.53%","10.14%","17.21%","506579","BSE"
"Oriental Trimex Limited","16.15","16.90","22.66","15.95","5.13","1.16","13.90","","","1.25%","-0.65%","3.03%","0.83%","2.84%","532817","BSE"
"Orient Bell Ltd","341.55","358.00","375.30","336.25","142.00","23.74","14.39","0.15","0.50","1.69%","5.75%","8.40%","2.71%","6.77%","530365","BSE"
"Oriental Bank of Commerce","126.75","129.00","190.80","125.70","101.70","-103.64","","0.55","0.70","-14.25%","-19.85%","-9.29%","-0.44%","-7.45%","500315","BSE"
"Orissa Sponge Iron and Steel Ltd","219.40","","417.90","","219.40","-31.73","","","","","","","-18.14%","","504864","BSE"
"Orissa Minerals Development Company Ltd","2,077.35","2,150.00","2,503.55","2,005.00","1,616.45","5.22","398.34","0.07","1.46","","","","0.67%","0.78%","590086","BSE"
"Ortin Laboratories Ltd","19.00","19.35","26.50","18.90","14.90","-0.23","","","","0.64%","5.86%","8.62%","0.62%","1.68%","539287","BSE"
"Oswal Agro Mills Ltd","14.75","15.20","16.10","14.60","9.56","","","","","49.36%","-45.25%","-43.82%","1.13%","4.64%","500317","BSE"
"Oudh Sugar Mills Ltd.","130.75","","170.00","","58.40","","","","","0.85%","9.71%","11.98%","0.63%","","507260","BSE"
"PG Foils Ltd","227.40","227.40","227.40","185.00","70.75","20.86","10.90","0.92","1.10","7.63%","3.74%","4.81%","6.86%","15.84%","526747","BSE"
"Silverton Spinners Ltd","0.58","","1.24","","0.54","-8.04","","","","","","","","","531118","BSE"
"Padmalaya Telefilms Limited","6.20","6.70","16.40","6.20","1.04","-0.67","","","","-49.11%","-49.62%","11.71%","-4.30%","-6.18%","532350","BSE"
"Page Industries Limited","22,240.00","22,634.50","24,678.00","22,200.00","12,695.70","268.09","82.96","0.39","35.00","12.49%","18.22%","19.38%","25.39%","44.54%","532827","BSE"
"Pan India Corp Ltd","0.21","","0.44","","0.21","","","","","","","","","","511525","BSE"
"Panacea Biotec Limited","277.95","294.00","302.40","275.95","110.10","","","","","-11.09%","5.15%","16.25%","-3.25%","-15.85%","531349","BSE"
"Panama Petrochem Ltd.","211.00","215.10","281.85","210.90","35.60","8.88","23.76","0.32","0.67","5.18%","8.53%","9.12%","8.13%","15.33%","524820","BSE"
"Panasonic Carbon India Co Ltd","567.45","575.30","719.90","566.55","420.00","26.49","21.42","1.76","10.00","32.31%","34.01%","35.02%","17.26%","19.31%","508941","BSE"
"Panasonic Appliances India Company Ltd","0.00","","385.00","","66.00","1.48","0.00","","","-3.55%","-3.29%","-0.54%","-7.74%","-145.27%","523307","BSE"
"Panchmahal Steel Ltd.","59.50","61.95","85.05","58.15","20.70","-0.42","","","","0.08%","2.79%","4.94%","0.10%","0.24%","513511","BSE"
"Panchsheel Organics Ltd","83.00","88.00","130.90","82.10","70.00","5.83","14.24","1.20","1.00","8.00%","13.72%","16.74%","8.42%","14.48%","531726","BSE"
"Panoramic Universal Ltd","9.60","10.26","15.65","9.45","6.69","-4.21","","","","-14.77%","-6.92%","3.08%","-3.46%","-10.90%","531816","BSE"
"Future Enterprises Ltd","54.40","55.25","62.05","53.60","15.55","11.54","4.71","0.37","0.20","1.22%","8.35%","23.15%","0.54%","1.00%","523574","BSE"
"Future Enterprises Ltd","54.40","55.25","62.05","53.60","15.55","11.54","4.71","0.37","0.20","1.22%","8.35%","23.15%","0.54%","1.00%","523574","BSE"
"Panyam Cements & Mineral Industries Ltd.","66.05","67.75","90.05","65.50","47.50","5.36","12.32","","","2.04%","5.09%","8.35%","1.50%","13.37%","500322","BSE"
"Huhtamaki PPL Ltd","303.25","307.15","322.55","297.00","201.00","7.26","41.77","0.99","3.00","3.45%","6.49%","10.53%","5.97%","14.94%","509820","BSE"
"Paramount Cosmetics (India) Ltd","35.00","35.00","35.00","35.00","11.06","","","1.43","0.50","","","","","","507970","BSE"
"Parabolic Drugs Limited","8.85","9.09","10.39","8.65","6.02","-23.35","","","","-144.31%","-133.84%","-62.41%","-20.53%","","533211","BSE"
"Parekh Aluminex Ltd","10.14","","50.30","","9.62","-386.44","","","","-33.10%","-34.23%","-1.48%","","","532606","BSE"
"Paramount Communications Ltd.","12.42","12.42","12.42","12.00","2.66","-0.03","","","","-0.13%","4.51%","-15.53%","-0.14%","","530555","BSE"
"Paramount Printpackaging Ltd","0.82","","1.15","","0.82","-0.02","","","","","","","-0.11%","","533399","BSE"
"Paras Petrofils Ltd","0.17","","0.27","","0.14","-0.08","","","","","","","-5.32%","-5.54%","521246","BSE"
"Parenteral Drugs (India) Ltd.","18.05","18.60","32.00","17.90","16.50","-41.14","","","","-50.15%","-18.51%","-7.63%","-11.05%","-43.01%","524689","BSE"
"Safal Herbs Ltd","3.65","","5.31","","3.65","0.00","36,500.00","","","0.79%","-7.39%","-7.39%","0.15%","0.16%","532034","BSE"
"Parle Software Ltd","12.60","","13.60","","8.66","-0.04","","","","14.45%","20.23%","27.09%","0.20%","0.20%","532911","BSE"
"Parrys Sugar Industries Ltd","47.65","","72.40","","33.60","15.66","3.04","","","-8.61%","-3.98%","-1.54%","-7.98%","","500162","BSE"
"Parsvnath Developers Limited","32.55","33.10","33.10","31.25","11.88","-0.86","","","","-53.39%","16.08%","26.10%","-1.93%","-5.65%","532780","BSE"
"Pasupati Acrylon Ltd","26.65","27.00","32.85","26.30","20.90","2.09","12.73","","","7.39%","10.21%","13.23%","13.03%","29.79%","500456","BSE"
"Patel Integrated Logistics Ltd","85.35","87.85","98.00","84.95","70.10","4.41","19.34","0.59","0.50","1.54%","2.77%","3.70%","3.40%","6.31%","526381","BSE"
"Patels Airtemp (India) Ltd","181.00","185.00","214.00","181.00","170.05","13.51","13.40","1.38","2.50","5.92%","8.75%","10.71%","6.99%","12.45%","517417","BSE"
"Patel Engineering Limited","85.60","87.30","106.90","85.00","64.00","9.31","9.20","","","-4.82%","6.06%","10.61%","-2.08%","-10.34%","531120","BSE"
"Patspin India Ltd","30.40","31.35","43.95","30.25","9.30","3.85","7.90","","","1.88%","7.92%","10.16%","3.03%","31.67%","514326","BSE"
"Paushak Ltd","1,021.15","1,068.00","1,068.00","981.20","513.00","49.72","20.54","0.29","3.00","15.13%","12.57%","17.01%","12.42%","14.43%","532742","BSE"
"PBA Infrastructure Ltd.","18.05","18.25","31.55","17.70","15.25","-20.53","","","","-33.27%","5.66%","10.62%","-5.41%","-50.62%","532676","BSE"
"P B M Polytex Ltd","110.80","111.90","119.00","103.10","70.05","2.48","44.69","2.71","3.00","3.67%","4.19%","6.15%","4.23%","3.07%","514087","BSE"
"PCS Technology Ltd","24.65","24.75","36.00","23.60","19.00","","","","","16.26%","5.14%","9.23%","6.66%","8.04%","517119","BSE"
"Pil Italica Lifestyle Ltd","15.20","15.90","20.20","15.10","9.99","0.44","34.90","","","12.68%","13.41%","13.84%","31.34%","73.08%","500327","BSE"
"Pearl Engineering Polymers Ltd","0.00","","","","","-1.78","","","","-2724.28%","-2833.84%","-543.79%","","","526562","BSE"
"Pearl Polymers Ltd","36.70","38.50","48.90","36.70","21.80","-0.09","","","","0.21%","2.12%","5.75%","0.29%","0.69%","523260","BSE"
"Peninsula Land Limited","37.50","38.65","39.45","36.55","13.15","","","0.53","0.20","-81.43%","-43.76%","-42.44%","-4.97%","-13.38%","503031","BSE"
"PALCO Ltd","0.21","","0.80","","0.21","-0.03","","","","","","","-240.04%","","513405","BSE"
"Pennar Industries Ltd","66.85","68.20","78.60","65.40","39.90","4.15","16.13","","","3.80%","9.19%","10.93%","3.92%","8.77%","513228","BSE"
"Pentamedia Graphics Limited","0.69","","0.90","","0.53","0.01","88.35","","","20.13%","-124.89%","-36.73%","0.67%","0.76%","500329","BSE"
"Permanent Magnets Limited","59.00","63.55","74.95","58.90","18.80","1.82","32.46","","","1.65%","3.91%","5.86%","2.44%","9.58%","504132","BSE"
"Persistent Systems Limited","652.00","655.00","693.00","646.50","558.05","39.06","16.69","1.38","3.00","10.47%","10.60%","16.21%","13.50%","16.95%","533179","BSE"
"Petron Engineering Construction Ltd","133.50","134.45","217.15","132.00","119.50","-23.21","","","","-3.92%","-0.99%","1.04%","-2.30%","-8.50%","530381","BSE"
"Petronet LNG Ltd","251.00","255.40","275.45","247.40","171.75","6.19","40.58","1.00","2.50","7.00%","9.03%","10.94%","13.06%","23.22%","532522","BSE"
"Pfizer Limited","1,925.10","1,943.95","2,003.05","1,892.00","1,625.00","65.29","29.48","0.78","15.00","16.49%","20.78%","17.54%","10.94%","14.70%","500680","BSE"
"PFL Infotech Ltd","7.45","7.45","18.55","7.45","2.97","0.49","15.18","","","","","","3.10%","3.23%","531769","BSE"
"Pearl Global Industries Ltd","156.00","159.50","178.00","156.00","110.00","15.90","9.81","1.92","3.00","2.29%","3.01%","4.32%","4.06%","9.31%","532808","BSE"
"Pharmaids Pharmacuticals Ltd","2.55","","4.97","","2.55","","","","","9.12%","9.36%","-28.56%","5.08%","7.99%","524572","BSE"
"Phillips Carbon Black Ltd.","945.35","960.55","1,094.95","937.05","214.50","25.58","36.96","1.27","6.00","3.22%","11.04%","13.94%","2.66%","6.37%","506590","BSE"
"Phoenix International Ltd","13.60","13.60","16.50","12.50","8.60","0.38","35.60","","","3.34%","26.98%","28.58%","0.68%","1.89%","526481","BSE"
"Phoenix Mills Limited","518.30","521.25","597.95","513.55","337.55","10.11","51.26","0.46","2.40","10.41%","36.19%","46.89%","2.62%","7.97%","503100","BSE"
"Photoquip India Ltd","22.50","22.50","25.45","22.50","14.00","-3.96","","","","-3.66%","-2.07%","-0.67%","-3.89%","-8.29%","526588","BSE"
"Phyto Chem India Ltd","54.20","59.80","85.00","54.20","40.60","2.27","23.86","","","1.61%","5.40%","6.09%","2.10%","9.15%","524808","BSE"
"P I Industries Ltd","951.45","981.00","981.00","907.05","674.15","","","0.42","1.50","19.28%","20.16%","23.22%","21.62%","32.84%","523642","BSE"
"Piccadily Agro Inds Limited","23.65","24.75","27.85","22.50","8.22","0.95","25.00","","","2.39%","10.43%","14.38%","1.94%","5.51%","530305","BSE"
"Picturehouse Media Ltd","6.90","6.90","10.37","6.51","5.06","0.55","12.52","","","-9.92%","13.65%","13.21%","-4.03%","-17.80%","532355","BSE"
"Pidilite Industries Limited","843.30","855.00","867.40","836.75","568.75","16.33","51.63","0.56","4.75","14.24%","19.09%","20.99%","20.33%","28.16%","500331","BSE"
"Pilani Investment & Industries Corp Ltd","2,900.00","2,900.00","3,310.00","2,873.10","1,380.00","","","0.86","25.00","80.15%","88.39%","92.05%","2.28%","3.56%","539883","BSE"
"Pioneer Investcorp Limited","48.40","49.40","84.80","48.00","23.50","42.89","1.13","","","28.63%","39.23%","40.09%","10.25%","15.18%","507864","BSE"
"Pioneer Distilleries Limited","197.00","197.00","253.90","197.00","128.00","29.05","6.78","","","-26.59%","-21.38%","2.77%","-7.24%","","531879","BSE"
"Pioneer Embroideries Limited","40.45","40.65","67.90","39.30","33.00","","","","","-7.29%","-7.65%","16.66%","-8.47%","-21.27%","514300","BSE"
"Reliance Naval and Engineering Ltd","39.25","40.20","70.65","38.00","37.20","-0.77","","","","-102.35%","-30.79%","6.06%","-4.76%","-33.25%","533107","BSE"
"Piramal Phytocare Ltd","50.35","","103.75","","33.25","-2.97","","","","4.60%","-2.35%","-1.34%","3.17%","3.78%","532979","BSE"
"Piramal Enterprises Ltd","2,774.75","2,805.00","3,083.05","2,758.80","1,443.90","81.23","34.16","0.76","21.00","14.65%","36.46%","41.05%","3.16%","9.00%","500302","BSE"
"Piramal Glass Ltd","138.60","","139.50","","67.50","4.64","29.84","","","8.49%","15.78%","22.33%","8.38%","37.90%","532949","BSE"
"Pitti Laminations Limited","76.00","77.10","80.05","75.30","46.50","2.79","27.22","","","2.20%","6.68%","11.47%","1.60%","5.71%","513519","BSE"
"Pix Transmissions Ltd","171.00","171.70","198.00","166.00","75.15","77.71","2.20","1.46","2.00","5.91%","13.46%","18.73%","4.38%","9.46%","500333","BSE"
"Plastiblend India Ltd.","247.60","252.85","333.30","237.00","99.75","11.50","21.52","0.50","1.25","5.77%","9.32%","11.13%","8.75%","16.45%","523648","BSE"
"Platinum Corporation Ltd","0.12","","0.36","","0.10","0.00","30.69","","","2.89%","2.89%","2.89%","","","532117","BSE"
"Plethico Pharmaceuticals Limited","8.25","","36.90","","7.58","-81.52","","","","-36.64%","-35.80%","14.01%","-8.72%","-18.34%","532739","BSE"
"PNB Gilts Ltd.","46.90","47.60","64.80","46.80","43.95","6.51","7.20","5.33","2.50","33.40%","51.25%","51.31%","3.23%","20.51%","532366","BSE"
"Punjab National Bank","176.15","180.95","231.60","175.35","112.00","","","","","3.68%","6.29%","20.81%","0.12%","2.79%","532461","BSE"
"Pochiraju Industries Ltd","5.15","5.35","10.00","5.10","4.02","-6.66","","","","","","","-10.61%","-19.07%","532803","BSE"
"Poddar Pigments Ltd","306.10","311.25","358.85","301.10","191.00","18.75","16.33","1.14","1.00","5.68%","6.69%","7.51%","12.47%","15.24%","524570","BSE"
"Poddar Housing and Development Ltd","1,302.20","1,327.25","1,436.30","1,226.00","821.00","5.15","252.65","0.12","1.50","6.04%","-5.84%","-4.59%","1.16%","1.44%","523628","BSE"
"Pokarna Ltd","226.25","228.50","1,615.00","226.25","208.00","19.21","11.78","0.27","0.60","18.50%","29.75%","35.21%","14.17%","53.40%","532486","BSE"
"Polar Pharma India Ltd","0.82","","2.65","","0.79","","","","","-115.14%","-115.14%","-10.92%","-69.05%","","523333","BSE"
"Polaris Consulting & Services Ltd","365.10","377.00","388.95","361.00","141.55","17.91","20.39","","","7.75%","10.43%","11.57%","11.78%","16.01%","532254","BSE"
"Polson Ltd","12,650.00","12,700.00","20,870.60","12,400.10","6,800.00","1,090.82","11.60","","","9.54%","14.61%","17.60%","6.47%","15.26%","507645","BSE"
"Poly Medicure Ltd.","269.45","275.00","319.90","264.95","185.00","","","0.56","0.50","11.36%","14.90%","20.11%","12.29%","21.22%","531768","BSE"
"Polychem Ltd","432.00","432.00","479.70","432.00","355.10","8.40","51.40","0.58","2.50","1.90%","-6.17%","-4.90%","1.45%","-55.14%","506605","BSE"
"Polyplex Corporation Limited","523.00","531.65","585.00","523.00","340.00","49.92","10.48","1.72","5.00","10.95%","9.50%","14.06%","7.86%","9.42%","524051","BSE"
"Polyspin Exports Ltd.","92.95","92.95","113.40","88.20","58.65","9.53","9.75","1.29","1.20","2.42%","6.16%","7.97%","4.08%","19.43%","539354","BSE"
"Pondy Oxides and Chemicals Ltd","687.25","709.00","779.00","675.00","227.55","57.12","12.03","0.44","3.00","3.68%","6.99%","7.18%","15.74%","52.61%","532626","BSE"
"Ponni Sugars (Erode) Ltd","173.00","177.95","263.95","172.05","156.10","16.36","10.57","1.45","2.50","6.11%","9.82%","14.54%","5.47%","8.49%","532460","BSE"
"Poona Dal And Oil Industries Ltd","67.90","68.30","95.95","65.95","18.05","17.88","3.80","","","3.10%","4.44%","4.72%","10.31%","31.27%","519359","BSE"
