"2017-11-30 23:09:11.325591" 
"StockName","LastTrade","LastHi","Hi52","LastLo","Lo52","EPS","PE","DivYield","LastDiv","NetProfitMargin","OperatingMargin","EBITDMargin","ReturnOnAverageAssets","ReturnOnAverageEquity","ExchangeCode","Exchange" 
"SIL Investments Limited","453.90","453.90","453.90","430.00","100.00","8.66","52.43","0.33","1.50","59.60%","67.44%","68.67%","6.42%","8.72%","521194","BSE"
"Silicon Valley Infotech Ltd","0.03","","0.30","","0.03","-0.03","","","","-73.60%","-73.60%","-73.60%","-9.83%","-21.43%","531738","BSE"
"Silktex Ltd","4.45","","4.80","","3.82","","","","","-378.66%","-258.85%","-243.08%","-12.73%","-28.68%","526835","BSE"
"Orosil Smiths India Ltd","7.25","7.25","53.00","6.97","6.18","-0.03","","","","-15.81%","-15.74%","-2.94%","-6.30%","-7.06%","531626","BSE"
"Simbhaoli Sugars Ltd.","0.00","","28.50","","14.35","-96.85","","","","-5.13%","7.45%","12.76%","-2.39%","-20.60%","507446","BSE"
"Simmonds Marshall Ltd","109.30","113.00","113.45","108.00","72.00","7.08","15.44","0.46","0.50","3.95%","7.44%","10.27%","5.83%","12.25%","507998","BSE"
"Simplex Casting Ltd","154.00","160.00","160.00","140.50","92.00","2.75","56.06","0.32","0.50","0.91%","6.49%","9.98%","0.79%","2.30%","513472","BSE"
"Simplex Projects Ltd","41.10","41.80","66.00","39.00","23.65","-68.63","","","","0.43%","5.93%","9.40%","0.11%","1.81%","532877","BSE"
"Simplex Realty Ltd","103.55","103.55","114.95","103.00","81.90","-17.23","","0.77","0.80","-66.24%","-157.24%","-90.74%","-4.84%","-5.33%","503229","BSE"
"Simplex Trading & Agencies Ltd","48.45","","215.20","","48.45","0.01","3,518.52","","","","","","-0.16%","-0.16%","504382","BSE"
"Simplex Infrastructure Limited","560.00","569.30","594.80","546.90","260.00","25.70","21.79","0.09","0.50","2.39%","9.42%","12.97%","1.64%","9.30%","523838","BSE"
"Simran Farms Ltd","111.80","111.80","111.80","111.80","26.05","","","","","0.26%","1.83%","2.34%","0.79%","6.04%","519566","BSE"
"Sinclairs Hotels Limited","435.40","445.00","470.00","430.00","275.00","23.72","18.35","0.92","4.00","19.15%","25.65%","42.56%","9.54%","11.25%","523023","BSE"
"Singer India Ltd","243.60","249.80","314.90","242.00","192.00","7.20","33.82","1.44","3.50","2.16%","2.54%","2.82%","7.11%","15.26%","505729","BSE"
"Sintex Industries Ltd","24.65","25.40","121.30","24.30","17.75","2.90","8.49","1.01","0.25","6.99%","7.17%","14.05%","1.21%","2.84%","502742","BSE"
"Sir Shadi Lal Enterprises Ltd","123.95","125.90","172.00","118.00","57.05","41.35","3.00","","","4.54%","7.37%","7.81%","5.85%","","532879","BSE"
"Sirpur Paper Mills Ltd","10.64","","12.45","","8.21","-56.55","","","","-21.64%","-12.49%","-4.98%","-15.69%","-152.56%","502455","BSE"
"Sita Shree Food Products Ltd.","4.40","4.63","8.70","4.40","3.16","-39.49","","","","-120.80%","-102.90%","-99.02%","-54.48%","-2370.43%","532961","BSE"
"Siyaram Silk Mills Limited","662.20","669.60","2,850.00","650.00","550.00","","","0.56","2.20","5.78%","11.37%","14.83%","7.73%","16.51%","503811","BSE"
"SJVN Ltd","33.45","34.40","38.20","33.20","28.10","2.69","12.41","8.22","0.50","62.93%","51.17%","78.86%","10.05%","13.55%","533206","BSE"
"SKF India Ltd","1,684.00","1,693.00","1,780.00","1,638.35","1,195.95","50.30","33.48","0.59","10.00","8.60%","10.29%","11.98%","10.96%","14.03%","500472","BSE"
"Skp Securities Ltd","74.00","78.00","78.00","71.00","22.40","5.30","13.97","1.35","1.00","15.58%","23.19%","25.47%","5.29%","6.82%","531169","BSE"
"Shahi Shipping Ltd","8.15","8.15","13.68","8.15","7.85","-0.39","","","","-2.88%","5.86%","16.82%","-1.28%","-2.63%","526508","BSE"
"Bharat Financial Inclusion Ltd","977.85","995.00","1,046.50","972.00","465.40","-1.56","","","","18.65%","1.16%","1.99%","3.30%","15.13%","533228","BSE"
"Skyline Millars Ltd","3.62","","4.80","","2.22","-1.73","","","","-223.76%","-373.78%","-80.81%","-14.25%","-18.97%","505650","BSE"
"Smartlink Network Systems Ltd","106.05","106.90","123.40","105.10","84.50","-6.68","","1.89","2.00","-9.36%","-5.94%","-4.34%","-2.51%","-2.62%","532419","BSE"
"Luharuka Media & Infra Ltd","0.62","","0.73","","0.58","0.04","14.37","1.61","0.01","45.28%","65.59%","65.87%","5.10%","5.37%","512048","BSE"
"SML Isuzu Ltd","915.05","923.45","1,385.00","914.50","881.00","10.63","86.05","0.87","8.00","4.59%","6.15%","8.03%","8.32%","16.91%","505192","BSE"
"Spice Mobility Ltd","19.35","20.00","33.60","18.85","13.07","-0.29","","","","-1.70%","-1.91%","3.82%","-2.53%","-4.54%","517214","BSE"
"Smruthi Organics Ltd","92.50","92.50","125.00","92.50","68.40","6.89","13.42","","","2.08%","7.04%","22.78%","1.75%","5.24%","540686","BSE"
"SNL Bearings Ltd","306.95","307.00","345.00","301.00","165.50","20.60","14.90","0.98","3.00","19.65%","29.79%","31.90%","27.44%","37.88%","505827","BSE"
"Kush Industries Ltd","0.83","","1.85","","0.66","-0.70","","","","-85.37%","-101.68%","-96.29%","-9.90%","","514240","BSE"
"Sobha Ltd","622.80","636.45","636.45","575.50","242.20","19.03","32.72","0.40","2.50","7.16%","15.85%","18.69%","1.90%","6.17%","532784","BSE"
"Softsol India Ltd","50.00","","54.90","","29.10","","","","","9.27%","-19.09%","-11.50%","1.74%","1.83%","532344","BSE"
"STG Lifecare Ltd","1.05","","2.35","","0.95","","","","","-95.99%","-92.41%","-598.35%","-0.17%","-0.97%","532293","BSE"
"Solar Industries India Ltd","1,160.00","1,168.05","1,225.00","1,154.00","621.05","22.42","51.73","0.43","3.00","11.38%","18.31%","20.66%","12.02%","21.52%","532725","BSE"
"Solid Stone Co Ltd","88.00","88.00","123.00","88.00","45.00","2.08","42.40","","","1.14%","4.51%","5.42%","1.70%","4.40%","513699","BSE"
"Technvision Ventures Ltd","225.00","","227.90","","118.20","-2.40","","","","0.15%","0.55%","0.92%","0.08%","-0.89%","501421","BSE"
"Som Distilleries And Breweries Ltd","179.55","183.90","189.40","176.55","109.00","6.96","25.80","0.84","1.50","5.69%","12.95%","14.41%","4.69%","10.63%","507514","BSE"
"Somany Ceramics Ltd","902.65","950.00","950.00","872.20","471.05","","","0.30","2.70","5.19%","8.43%","10.64%","8.33%","19.61%","531548","BSE"
"Sona Koyo Steering Systems Limited","110.05","112.00","131.40","109.55","56.50","1.83","59.99","0.45","0.50","3.37%","6.50%","13.01%","5.11%","9.98%","520057","BSE"
"Sonata Software Limited (Parent)","241.90","243.45","245.00","236.05","142.95","15.92","15.19","3.82","3.75","6.10%","7.57%","7.67%","14.06%","29.13%","532221","BSE"
"Savita Oil Technologies Ltd","1,405.00","1,414.75","1,491.15","1,405.00","688.00","68.73","20.44","1.92","13.50","5.56%","7.54%","9.25%","8.53%","14.94%","524667","BSE"
"Source Industries (India) Ltd","1.27","","1.58","","1.24","-0.09","","","","0.14%","0.14%","0.14%","0.26%","0.40%","521036","BSE"
"South Indian Bank Limited","32.85","33.45","33.45","32.55","18.60","1.82","18.05","1.22","0.40","16.42%","25.10%","37.25%","0.57%","9.03%","532218","BSE"
"South Indian Bank Limited","32.85","33.45","33.45","32.55","18.60","1.82","18.05","1.22","0.40","16.42%","25.10%","37.25%","0.57%","9.03%","532218","BSE"
"Southern Petrochemical Industries Corp","43.60","45.30","48.40","43.50","17.60","-13.30","","","","3.46%","3.43%","14.71%","3.99%","18.53%","590030","BSE"
"Southern Online Bio Technologies Limited","4.04","4.20","8.55","3.83","2.56","-12.18","","","","-60.16%","-33.81%","-25.24%","-24.39%","","532669","BSE"
"Southern Ispat Ltd","0.05","","3.08","","0.05","0.19","0.26","","","3.81%","3.81%","4.04%","6.21%","6.77%","531645","BSE"
"Sowbhagya Media Ltd","1.41","","7.60","","1.35","-0.53","","","","3.27%","0.33%","3.18%","1.72%","1.79%","532025","BSE"
"Span Divergent Ltd","41.10","44.40","80.00","38.00","38.00","6.06","6.79","","","-132.51%","-185.85%","-159.12%","-7.22%","-8.12%","524727","BSE"
"Speciality Papers Ltd","0.38","","0.94","","0.35","-0.02","","","","-428.72%","-428.72%","-39.36%","-0.12%","-0.52%","502465","BSE"
"Speciality Restaurants Ltd","184.50","195.35","195.35","177.00","59.50","-7.74","","","","-8.37%","-11.20%","-0.50%","-7.61%","-9.01%","534425","BSE"
"Spectacle Ventures Ltd","0.76","","1.00","","0.61","-0.01","","","","","","","-3.93%","-8.70%","512413","BSE"
"Spectrum Foods Ltd","75.05","","93.80","","38.10","-3.32","","","","-20.87%","-2.86%","27.59%","-5.93%","-36.43%","531982","BSE"
"SPEL Semiconductor Limited","15.04","16.35","20.50","15.00","9.50","0.07","214.49","","","-24.71%","-21.58%","-3.61%","-6.95%","-14.04%","517166","BSE"
"Spenta International Ltd","136.70","149.70","149.80","136.70","85.00","6.56","20.83","","1.30","4.73%","9.23%","11.90%","5.00%","7.64%","526161","BSE"
"Spentex Industries Ltd.","4.83","5.15","6.60","4.66","2.91","-6.31","","","","-39.56%","-37.53%","-35.04%","-53.27%","","521082","BSE"
"SpiceJet Limited","143.00","144.00","154.70","141.00","55.50","8.28","17.27","","","6.90%","6.17%","8.89%","14.64%","","500285","BSE"
"SPL Industries Ltd","19.10","19.90","33.50","19.00","16.15","-1.53","","","","0.22%","-0.52%","1.46%","0.29%","0.51%","532651","BSE"
"SPML Infra Ltd","154.55","167.00","187.95","151.55","48.70","-3.40","","","","0.30%","12.44%","13.51%","0.21%","1.59%","500402","BSE"
"SQL Star International Limited","1.08","","6.85","","0.84","-5.17","","","","-37.01%","-39.02%","-23.98%","-32.89%","","532249","BSE"
"Sree Rayalaseema Hi Strength Hypo Ltd","242.00","248.00","263.50","237.55","110.20","17.02","14.22","0.62","1.50","5.32%","6.55%","12.86%","2.45%","4.37%","532842","BSE"
"Sree Sakthi Paper Mills Limited","4.88","4.95","9.50","4.59","3.27","4.27","1.14","","","-16.72%","-11.77%","-5.62%","-15.93%","-55.36%","532701","BSE"
"TGV SRAAC Ltd","72.60","74.45","77.95","70.30","18.30","4.91","14.77","","","2.73%","9.22%","14.36%","2.42%","7.13%","507753","BSE"
"SREI Infrastructure Finance Limited","102.15","108.50","137.70","101.25","70.30","5.81","17.57","0.49","0.50","5.22%","7.40%","15.23%","0.82%","5.70%","523756","BSE"
"SRF Limited","1,830.00","1,864.70","1,907.60","1,822.00","1,420.00","77.36","23.66","0.66","6.00","10.03%","13.35%","18.87%","7.62%","17.32%","503806","BSE"
"Sri Adhikari Brothers Television Network","17.95","17.95","303.00","16.60","13.45","-0.12","","3.34","0.60","3.37%","15.54%","29.50%","1.61%","4.57%","530943","BSE"
"Shree Digvijay Cement Company Ltd.","27.05","27.25","30.25","26.10","18.65","-0.38","","","","-4.44%","-3.45%","3.50%","-3.68%","-7.43%","502180","BSE"
"Sri KPR Industries Ltd","27.95","27.95","29.40","26.15","19.80","3.79","7.37","2.50","0.70","9.10%","13.75%","17.84%","7.28%","16.26%","514442","BSE"
"Srinivasa Hatcheries Ltd","128.60","","132.90","","66.05","1.54","83.45","1.17","1.50","0.80%","1.67%","5.13%","1.00%","1.58%","526893","BSE"
"Srs Ltd","2.40","2.52","8.25","2.40","2.21","1.42","1.69","","","-18.56%","-10.71%","-8.74%","-10.62%","-32.87%","533569","BSE"
"SRS Real Infrastructure Ltd","9.30","10.10","35.25","9.30","8.08","0.25","37.81","","","-1.71%","3.60%","4.86%","-0.55%","-3.19%","533305","BSE"
"S.S. Forgings and Engineering Ltd","1.59","","1.94","","0.00","0.04","41.20","","","30.72%","-1.11%","-1.11%","","","522296","BSE"
"SSPDL Ltd","98.90","100.95","109.00","95.00","51.20","-0.16","","","","11.90%","21.39%","21.84%","8.69%","20.38%","530821","BSE"
"State Bank of Bikaner and Jaipur","767.70","","796.00","","461.00","-25.80","","3.73","14.30","19.50%","29.70%","41.25%","0.80%","13.34%","501061","BSE"
"Steel Strips Wheels Ltd.","953.40","960.00","999.00","921.00","540.00","44.45","21.45","0.31","3.00","5.33%","8.82%","12.41%","4.64%","14.20%","513262","BSE"
"Stampede Capital Ltd","5.93","5.93","30.50","5.81","4.95","-0.65","","","","12.44%","16.63%","23.93%","21.81%","21.70%","531723","BSE"
"Stanrose Mafatlal Investment&Finance Ltd","179.00","179.00","189.00","170.05","151.25","12.20","14.68","3.35","6.00","43.16%","57.28%","61.60%","6.79%","7.37%","506105","BSE"
"StarCom Information Technology Ltd","182.90","","388.00","","182.90","0.15","1,210.30","","","0.72%","-0.41%","5.18%","0.33%","4.21%","531616","BSE"
"Starlite Components Ltd","51.80","52.80","63.00","51.00","41.00","1.28","40.37","","","3.53%","4.54%","5.47%","3.70%","47.76%","517548","BSE"
"State Bank of India","320.45","326.85","351.50","318.85","241.10","4.83","66.40","0.81","2.60","-0.26%","0.63%","10.64%","-0.01%","0.12%","500112","BSE"
"State Bank of Mysore","606.45","","746.45","","358.00","-118.89","","1.15","6.00","12.23%","16.61%","31.16%","0.44%","7.03%","532200","BSE"
"State Bank Of Travancore","604.00","","619.00","","361.00","-187.93","","0.83","5.00","9.12%","13.43%","26.53%","0.31%","5.75%","532191","BSE"
"State Trading Corporation of India Ltd.","179.80","184.80","299.00","179.00","114.90","-44.31","","","","-9.32%","-2.96%","-0.91%","-15.92%","","512531","BSE"
"Standard Industries Limited","25.75","26.35","29.25","24.70","21.40","","","2.91","0.75","-236.24%","-213.72%","-204.47%","-21.98%","-73.71%","530017","BSE"
"Steel Authority of India Limited","76.85","78.30","87.95","76.60","47.20","16.69","4.60","","","-5.53%","-5.59%","0.24%","-2.64%","-7.14%","500113","BSE"
"Steel Exchange India Ltd","83.40","83.40","133.45","83.40","53.50","-22.46","","","","-9.30%","2.48%","5.80%","-6.85%","-39.10%","534748","BSE"
"Steelcast Ltd","175.00","178.95","186.90","161.05","55.00","4.71","37.14","0.34","0.60","2.09%","8.90%","17.47%","1.38%","4.07%","513517","BSE"
"Steelco Gujarat Ltd","9.00","9.50","13.00","8.93","4.49","-11.06","","","","-5.76%","-2.03%","-1.56%","-10.43%","","500399","BSE"
"STEL Holdings Ltd","107.35","107.35","115.20","103.00","42.80","3.86","27.83","","","","","","3.98%","4.00%","533316","BSE"
"Stelco Strips Ltd","4.10","","4.10","","2.69","-0.18","","","","-41300.00%","-41300.00%","-41300.00%","-0.45%","","513530","BSE"
"Sterlite Technologies Limited","274.55","279.00","307.00","261.75","93.55","6.02","45.61","0.46","0.75","8.39%","13.87%","20.01%","7.87%","24.64%","532374","BSE"
"Sterling International Enterprises Ltd","1.20","1.22","2.69","1.16","1.07","-4.27","","","","-22.83%","-17.53%","42.63%","-4.26%","-4.94%","508998","BSE"
"Sterling Biotech Limited","3.25","3.35","6.77","3.20","3.16","-15.96","","","","-103.06%","-62.71%","3.14%","-4.94%","-28.06%","512299","BSE"
"Sterling Holiday Resorts India Ltd.","250.30","","279.40","","145.00","0.02","13,921.02","","","0.31%","-9.05%","-2.75%","0.09%","0.21%","523363","BSE"
"Sterling Tools Ltd","380.25","388.75","1,020.00","378.00","170.00","8.19","46.40","0.53","1.00","10.26%","16.59%","19.50%","15.44%","26.85%","530759","BSE"
"Stewarts and Lloyds of India Ltd","22.50","22.50","29.95","21.45","17.50","-3.89","","","","-22.20%","-55.22%","-52.75%","-8.37%","","504960","BSE"
"STI India Ltd","17.10","","32.65","","9.61","-2.68","","","","-16.99%","-18.20%","-9.74%","-6.56%","","513151","BSE"
"STL Global Ltd.","15.70","15.70","19.50","15.20","11.30","7.44","2.11","","","20.62%","19.95%","22.73%","16.92%","","532730","BSE"
"Stone India Ltd.","64.20","66.40","84.85","62.10","48.10","0.41","157.43","","","-11.86%","-4.42%","-0.86%","","","522085","BSE"
"SORIL INFRA RESOURCES LTD","294.65","294.65","397.80","270.00","88.75","11.44","25.75","","","15.97%","9.51%","16.86%","5.09%","13.85%","532679","BSE"
"Stovec Industries Ltd","3,027.00","3,079.00","3,874.95","2,980.00","1,951.00","50.68","59.73","1.02","31.00","12.82%","18.26%","20.94%","18.58%","30.67%","504959","BSE"
"Sterling Greenwoods Ltd","12.41","12.41","17.43","12.41","10.36","1.21","10.29","","","27.77%","-76.40%","-43.33%","2.19%","3.81%","526500","BSE"
"Strides Shasun Ltd","802.35","818.00","1,259.00","799.40","754.00","31.11","25.79","0.56","4.50","7.18%","10.37%","18.63%","3.21%","7.60%","532531","BSE"
"Sturdy Industries Ltd","0.77","0.85","1.70","0.77","0.44","-0.92","","","","-0.68%","-0.89%","0.83%","-0.78%","-8.00%","530611","BSE"
"INEOS Styrolution India Ltd","1,132.55","1,168.80","1,168.80","1,105.00","567.05","31.17","36.33","0.35","4.00","4.15%","7.11%","8.63%","7.00%","12.44%","506222","BSE"
"Subex Ltd.","8.73","8.94","12.35","8.61","7.70","-1.35","","","","-12.10%","-8.88%","22.98%","-4.33%","-6.10%","532348","BSE"
"Subros Limited","261.65","265.60","291.00","260.65","146.65","4.72","55.42","0.19","0.50","0.90%","3.13%","10.79%","1.30%","4.08%","517168","BSE"
"Sudar Industries Ltd","1.02","","3.50","","0.89","-40.89","","","","0.13%","4.34%","5.56%","0.19%","0.69%","533332","BSE"
"Sudarshan Chemical Industries Ltd","368.00","371.50","458.85","363.00","261.10","","","0.95","1.00","6.79%","9.80%","13.38%","8.97%","29.19%","506655","BSE"
"Suditi Industries Ltd","72.00","73.50","73.50","71.00","6.30","0.78","92.52","0.69","0.50","1.68%","4.99%","6.47%","2.86%","7.52%","521113","BSE"
"Sujana Universal Industries Ltd","0.93","0.94","2.23","0.89","0.85","4.07","0.23","","","-7.54%","-0.57%","0.28%","-4.94%","-25.85%","517224","BSE"
"Splendid Metal Products Ltd","1.55","1.55","3.05","1.50","1.30","-4.46","","","","-21.72%","-10.80%","-8.58%","-8.72%","-49.74%","513414","BSE"
"Neueon Towers Ltd","4.47","4.87","10.24","4.47","3.48","0.66","6.73","","","-200.45%","-67.99%","-29.24%","-12.88%","-90.36%","532887","BSE"
"Sukhjit Starch And Chemicals Ltd","400.00","407.80","433.45","393.00","240.00","","","1.25","5.00","2.75%","5.85%","7.67%","4.39%","8.11%","524542","BSE"
"Sulabh Engineers and Services Ltd","25.95","","91.30","","25.95","0.06","462.32","","","52.64%","68.57%","70.22%","7.58%","11.81%","508969","BSE"
"Sumedha Fiscal Services Ltd","44.20","44.60","49.00","42.35","13.20","","","2.26","1.00","20.01%","19.03%","22.03%","8.00%","8.89%","530419","BSE"
"Sumeet Industries Ltd","31.95","32.75","45.10","31.80","25.60","6.53","4.89","","","2.78%","7.02%","8.48%","3.90%","13.12%","514211","BSE"
"Summit Securities Ltd","864.00","890.00","890.00","829.05","390.00","36.18","23.88","","","133.95%","60.24%","51.51%","1.30%","1.32%","533306","BSE"
"Sun Pharmaceutical Industries Limited","539.95","554.80","730.75","538.00","433.15","13.20","40.91","0.65","3.50","20.62%","24.14%","30.38%","11.32%","16.53%","524715","BSE"
"Sun TV Network Ltd.","871.80","883.00","950.00","866.65","435.00","10.65","81.86","1.15","2.50","38.96%","52.07%","76.44%","25.32%","27.46%","532733","BSE"
"Sundaram-Clayton Limited (Parent)","5,499.65","5,539.00","6,195.00","5,499.00","2,700.00","","","0.85","16.50","3.71%","4.34%","6.89%","8.08%","19.48%","520056","BSE"
"Sundaram Brake Linings Ltd","630.00","639.90","836.45","625.00","361.05","6.21","101.49","","","0.72%","1.08%","3.29%","1.06%","2.49%","590072","BSE"
"Sundram Fasteners Limited","497.40","505.65","538.50","495.00","262.80","","","0.94","1.90","9.58%","14.04%","17.06%","14.30%","30.91%","500403","BSE"
"Sundaram Finance Limited","1,828.10","1,875.00","1,940.00","1,812.65","1,089.00","","","0.63","6.50","12.11%","17.56%","19.41%","2.30%","15.17%","590071","BSE"
"Sundaram Multi Pap Ltd","4.62","4.69","5.94","4.45","2.55","0.31","14.68","","","-5.89%","13.55%","17.44%","-3.11%","-6.88%","533166","BSE"
"Sunflag Iron & Steel Company Ltd.","79.05","80.95","87.70","77.00","31.50","-0.77","","","","3.81%","6.63%","8.57%","5.04%","9.65%","500404","BSE"
"Sunil Hitech Engineers Limited","14.55","14.80","16.81","14.35","10.20","0.71","20.48","0.52","0.08","1.59%","6.71%","8.20%","2.09%","8.00%","532711","BSE"
"Sunitee Chemicals Ltd","0.20","","0.25","","0.19","0.00","","","","-6.94%","-6.94%","-6.94%","-1.58%","-1.61%","531945","BSE"
"Sun Pharma Advanced Research Company","429.75","436.90","455.50","427.45","273.00","-9.73","","","","-66.44%","-72.87%","-68.32%","-55.08%","-125.64%","532872","BSE"
"Sunshield Chemicals Ltd","337.20","357.00","403.00","337.00","240.00","-7.73","","","","-3.29%","1.46%","6.15%","-3.73%","-38.64%","530845","BSE"
"Sunteck Realty Ltd","409.75","412.00","533.00","405.00","188.15","12.16","33.69","0.37","1.50","23.23%","36.86%","37.09%","5.64%","12.02%","512179","BSE"
"Super Crop Safe Ltd","148.80","159.40","180.00","145.00","104.30","5.20","28.62","0.47","0.70","3.84%","5.58%","6.40%","7.80%","17.52%","530883","BSE"
"Superhouse Ltd","177.00","183.90","227.95","176.00","135.60","","","0.56","1.00","1.26%","3.92%","6.22%","1.27%","3.00%","523283","BSE"
"Super Sales India Ltd","742.80","743.00","758.95","720.90","504.00","50.35","14.75","0.34","2.50","6.34%","8.12%","14.62%","7.50%","12.33%","512527","BSE"
"Super Spinning Mills Ltd","23.00","23.85","24.00","22.20","10.95","0.08","285.43","","","-3.64%","-3.08%","0.37%","-5.03%","-20.86%","521180","BSE"
"Super Tannery Ltd","5.23","5.23","5.79","5.20","3.75","","","","","1.63%","5.56%","8.69%","1.53%","4.56%","523842","BSE"
"Supertex Industries Ltd","4.74","4.74","5.23","4.74","3.07","0.59","8.08","","","0.66%","1.70%","2.26%","0.91%","2.26%","526133","BSE"
"Suprajit Engineering Ltd.","292.00","295.00","337.75","275.20","177.15","9.20","31.74","0.38","0.60","10.11%","14.71%","16.65%","11.99%","25.49%","532509","BSE"
"Supreme Industries Ltd","1,150.90","1,156.20","1,250.00","1,100.00","844.00","31.35","36.72","0.87","3.00","8.44%","13.62%","17.07%","14.37%","28.58%","509930","BSE"
"Supreme Infrastructure India Limited","97.40","97.45","118.50","94.00","68.00","28.25","3.45","","","-30.60%","2.55%","16.77%","-7.13%","-88.46%","532904","BSE"
"Supreme Petrochem Ltd.","371.70","379.45","447.20","367.95","181.40","15.77","23.57","1.21","1.00","5.58%","8.70%","9.39%","17.35%","36.00%","500405","BSE"
"Supreme Tex Mart Ltd","2.57","2.57","7.07","2.45","1.81","-10.00","","","","-10.98%","-10.14%","1.15%","-10.44%","","531934","BSE"
"Winsome Diamonds and Jewellery Ltd","0.38","","0.65","","0.30","-34.92","","","","","","","-14.15%","","507892","BSE"
"Suraj Ltd","44.90","44.90","54.45","44.00","34.75","0.12","367.40","","","0.22%","4.94%","8.14%","0.19%","0.50%","531638","BSE"
"Suraj Products Ltd","15.95","","22.40","","11.90","0.67","23.81","","","1.51%","5.12%","7.82%","1.47%","3.36%","518075","BSE"
"Surana Industries Ltd","2.93","2.95","5.36","2.71","2.40","16.04","0.18","","","-1460.29%","-1001.00%","-283.08%","-37.35%","","513597","BSE"
"Surana Solar Ltd","18.40","18.85","27.80","18.00","14.15","0.33","55.76","","","1.99%","6.19%","9.46%","1.77%","3.29%","533298","BSE"
"Surana Telecom and Power Ltd","6.01","6.19","9.39","5.95","3.79","0.11","54.75","","","6.01%","22.97%","54.79%","0.87%","2.48%","517530","BSE"
"Surat Textile Mills Ltd","5.19","5.19","9.05","4.82","3.21","0.63","8.23","","","10.64%","7.84%","8.32%","14.68%","17.50%","530185","BSE"
"Surya Pharmaeutical Ltd","0.16","","1.49","","0.15","5.08","0.03","","","-367.83%","-282.30%","-186.91%","-14.99%","-425.24%","532516","BSE"
"Surya Roshni Ltd","383.45","398.00","409.30","374.70","165.50","16.08","23.85","0.39","1.50","1.94%","5.10%","6.73%","3.25%","9.19%","500336","BSE"
"Suryachakra Power Corporation Limited","0.82","0.82","2.99","0.82","0.49","0.23","3.61","","","-27.61%","-27.59%","-1.98%","-13.88%","-23.79%","532874","BSE"
"Suryajyoti Spinning Mills Ltd","4.30","","9.70","","3.90","-65.66","","","","-102.27%","-101.71%","-90.07%","-33.89%","","521022","BSE"
"Suryalata Spinning Mills Ltd","133.00","","184.95","","123.00","20.33","6.54","1.13","1.50","2.72%","4.88%","7.23%","4.36%","9.95%","514138","BSE"
"Suryaamba Spinning Mills Limited","66.70","68.50","78.00","66.15","42.50","4.22","15.80","","1.00","1.34%","1.60%","4.63%","1.91%","3.33%","533101","BSE"
"Suryavanshi Spinning Mills Ltd","7.79","7.80","13.79","7.79","5.57","-29.19","","","","-19.42%","-9.96%","-7.19%","-24.10%","-386.42%","514140","BSE"
"Suryalakshmi Cotton Mills Limited","90.50","92.45","141.00","90.30","83.00","8.78","10.31","1.10","1.00","2.87%","7.10%","10.97%","2.51%","6.42%","521200","BSE"
"Sutlej Textiles And Industries Ltd","98.60","109.00","988.00","98.60","82.45","9.03","10.92","1.32","1.30","7.02%","8.75%","12.53%","8.49%","21.07%","532782","BSE"
"Suven Life Sciences Ltd.","196.15","198.55","230.00","195.60","155.00","5.65","34.75","0.51","1.00","16.01%","19.99%","25.06%","11.13%","13.81%","530239","BSE"
"Suzlon Energy Ltd","13.95","14.50","22.25","13.80","12.80","1.77","7.89","","","7.08%","14.26%","17.32%","8.22%","","532667","BSE"
"Swasti Vinayaka Art & Heritage Corp Ltd","7.62","7.78","8.45","7.09","2.90","0.74","10.33","2.62","0.20","29.06%","55.38%","58.85%","11.72%","29.64%","512257","BSE"
"SVC Resources Limited","13.45","","15.00","","7.60","0.04","354.32","","","12.82%","12.86%","13.32%","0.29%","","512449","BSE"
"Swagruha Infrastructure Ltd","5.35","","5.35","","4.37","0.00","1,264.78","","","16.86%","24.21%","24.21%","0.48%","0.49%","531909","BSE"
"Swan Energy Ltd","184.55","204.00","213.40","177.00","111.90","1.40","131.61","0.04","0.08","0.13%","5.65%","9.04%","0.02%","0.10%","503310","BSE"
"Swaraj Engines Limited","1,964.10","1,985.00","2,545.00","1,960.00","1,290.00","60.82","32.29","0.92","18.00","9.19%","11.82%","13.99%","19.42%","25.18%","500407","BSE"
"Swarnsarita Gems Ltd","19.65","20.80","28.00","18.30","15.40","2.18","9.02","","","1.01%","1.78%","1.85%","1.70%","3.48%","526365","BSE"
"Swasti Vinayaka Synthetics Ltd","4.15","4.29","4.70","4.05","2.35","0.19","21.43","2.17","0.09","7.30%","14.23%","17.19%","7.04%","13.19%","510245","BSE"
"Swastika Investmart Ltd","158.15","160.60","206.55","157.15","52.50","","","0.63","1.00","17.49%","15.02%","17.57%","6.70%","34.48%","530585","BSE"
"Swelect Energy Systems Ltd","471.00","476.50","633.00","468.75","306.20","16.38","28.75","0.85","4.00","8.76%","1.85%","9.73%","2.44%","3.13%","532051","BSE"
"Swiss Glascoat Equipments Ltd","166.00","169.00","227.00","162.00","128.30","6.02","27.58","1.20","2.00","3.76%","8.45%","11.57%","3.53%","8.47%","522215","BSE"
"Sybly Industries Ltd","4.02","4.09","8.08","3.95","3.85","1.49","2.69","","","0.25%","-0.47%","0.02%","0.20%","0.41%","531499","BSE"
"Symphony Ltd","1,623.00","1,640.00","1,649.00","1,601.00","1,130.00","","","0.25","1.00","21.56%","25.11%","26.03%","32.43%","42.59%","517385","BSE"
